RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,73.0,193.0,7.0,81.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,36.0,3.0,32.0,0.0,6.0,6.0,18.0,-8.0,5.0,2.0,0.0,53.0
Good,75.0,163.0,10.0,76.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,20.0,0.0,0.0,0.0,38.0,-8.0,2.0,1.0,2.0,15.0
Good,79.0,107.0,8.0,55.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,10.0,0.0,0.0,0.0,44.0,-8.0,4.0,1.0,1.0,60.0
Bad,65.0,182.0,6.0,60.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,3.0,18.0,0.0,4.0,4.0,41.0,54.0,8.0,4.0,2.0,57.0
Bad,64.0,-8.0,5.0,52.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,47.0,-8.0,0.0,0.0,88.0,100.0,5.0,3.0,3.0,87.0
Good,67.0,158.0,7.0,89.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,1.0,33.0,0.0,0.0,0.0,43.0,-8.0,2.0,2.0,1.0,83.0
Good,74.0,148.0,5.0,52.0,21.0,0.0,0.0,97.0,-8.0,6.0,6.0,21.0,4.0,17.0,-7.0,2.0,2.0,42.0,-8.0,5.0,2.0,0.0,67.0
Good,89.0,176.0,23.0,79.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,29.0,0.0,0.0,0.0,14.0,-8.0,2.0,-8.0,0.0,50.0
Bad,65.0,199.0,2.0,78.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,4.0,58.0,0.0,2.0,2.0,42.0,91.0,4.0,2.0,1.0,80.0
Bad,77.0,161.0,10.0,73.0,16.0,1.0,0.0,67.0,5.0,4.0,5.0,17.0,1.0,17.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,33.0
Good,85.0,132.0,6.0,76.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,42.0,0.0,1.0,1.0,17.0,84.0,2.0,2.0,0.0,83.0
Bad,86.0,183.0,2.0,78.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,2.0,38.0,0.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,100.0
Good,71.0,203.0,9.0,70.0,24.0,1.0,0.0,100.0,-7.0,0.0,8.0,28.0,2.0,33.0,0.0,1.0,1.0,2.0,-8.0,1.0,-8.0,0.0,57.0
Bad,79.0,92.0,4.0,39.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,3.0,44.0,0.0,0.0,0.0,23.0,-8.0,2.0,1.0,0.0,100.0
Good,84.0,175.0,15.0,72.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,0.0,0.0,0.0,2.0,2.0,23.0,-8.0,2.0,1.0,1.0,62.0
Good,85.0,195.0,20.0,92.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,22.0,-7.0,0.0,0.0,9.0,-8.0,3.0,2.0,1.0,36.0
Bad,75.0,191.0,7.0,97.0,17.0,1.0,1.0,83.0,1.0,4.0,5.0,18.0,2.0,14.0,0.0,0.0,0.0,4.0,-8.0,4.0,1.0,0.0,75.0
Good,84.0,153.0,2.0,75.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,32.0,0.0,2.0,2.0,8.0,-8.0,2.0,1.0,1.0,55.0
Bad,65.0,166.0,6.0,69.0,15.0,0.0,0.0,79.0,9.0,4.0,6.0,15.0,2.0,47.0,0.0,0.0,0.0,18.0,-8.0,4.0,4.0,0.0,100.0
Good,87.0,166.0,6.0,71.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,33.0,0.0,0.0,0.0,3.0,79.0,3.0,3.0,0.0,80.0
Good,70.0,196.0,0.0,76.0,37.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.0,3.0,42.0,0.0,0.0,0.0,47.0,89.0,9.0,2.0,5.0,83.0
Good,79.0,141.0,5.0,48.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,0.0,1.0,1.0,1.0,4.0,-8.0,3.0,-8.0,0.0,47.0
Good,90.0,265.0,12.0,101.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,25.0,-8.0,0.0,0.0,23.0,-8.0,3.0,2.0,0.0,40.0
Good,92.0,206.0,13.0,98.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,0.0,17.0,0.0,0.0,0.0,10.0,-8.0,3.0,1.0,0.0,67.0
Good,71.0,137.0,3.0,62.0,16.0,0.0,0.0,91.0,10.0,4.0,6.0,17.0,2.0,35.0,0.0,1.0,1.0,74.0,-8.0,6.0,1.0,2.0,63.0
Bad,70.0,148.0,9.0,63.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,20.0,0.0,3.0,3.0,19.0,-8.0,2.0,1.0,0.0,53.0
Good,84.0,187.0,11.0,76.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,27.0,0.0,0.0,0.0,1.0,76.0,4.0,2.0,0.0,40.0
Bad,88.0,169.0,6.0,84.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,35.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,73.0,183.0,10.0,95.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,1.0,38.0,4.0,2.0,2.0,6.0,94.0,3.0,3.0,1.0,78.0
Good,85.0,120.0,2.0,40.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,5.0,25.0,-7.0,2.0,2.0,1.0,-8.0,1.0,1.0,0.0,50.0
Good,71.0,166.0,6.0,70.0,31.0,1.0,1.0,92.0,18.0,6.0,5.0,32.0,2.0,32.0,0.0,1.0,1.0,32.0,83.0,5.0,3.0,0.0,67.0
Good,81.0,232.0,1.0,78.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,40.0,0.0,5.0,5.0,4.0,86.0,3.0,1.0,1.0,25.0
Bad,63.0,-8.0,1.0,64.0,8.0,2.0,1.0,83.0,22.0,6.0,2.0,9.0,3.0,17.0,-7.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,65.0
Good,87.0,192.0,37.0,93.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,33.0,-8.0,0.0,0.0,4.0,-8.0,4.0,2.0,0.0,75.0
Good,71.0,179.0,6.0,92.0,42.0,1.0,1.0,95.0,-8.0,6.0,5.0,43.0,2.0,52.0,0.0,1.0,1.0,38.0,56.0,6.0,2.0,1.0,88.0
Good,84.0,215.0,16.0,115.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,23.0,-7.0,1.0,1.0,26.0,-8.0,2.0,1.0,0.0,50.0
Good,80.0,173.0,9.0,69.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,39.0,-7.0,0.0,0.0,1.0,-8.0,2.0,2.0,1.0,43.0
Good,84.0,-8.0,11.0,78.0,10.0,0.0,0.0,93.0,44.0,6.0,6.0,0.0,1.0,14.0,0.0,1.0,1.0,1.0,-8.0,3.0,1.0,1.0,30.0
Good,55.0,148.0,12.0,78.0,22.0,0.0,0.0,90.0,28.0,6.0,6.0,22.0,0.0,50.0,0.0,0.0,0.0,41.0,-8.0,1.0,1.0,-8.0,75.0
Good,70.0,177.0,10.0,70.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,29.0,-8.0,0.0,0.0,40.0,-8.0,5.0,1.0,2.0,80.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,91.0,191.0,13.0,81.0,34.0,0.0,0.0,97.0,-8.0,6.0,6.0,35.0,0.0,45.0,-7.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,50.0
Good,83.0,193.0,4.0,82.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,2.0,13.0,0.0,1.0,1.0,31.0,-8.0,8.0,-8.0,1.0,45.0
Good,72.0,192.0,13.0,113.0,21.0,0.0,0.0,88.0,1.0,4.0,6.0,23.0,0.0,52.0,1.0,2.0,2.0,1.0,50.0,1.0,2.0,0.0,33.0
Good,74.0,208.0,11.0,86.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,13.0,0.0,0.0,0.0,33.0,-8.0,2.0,1.0,0.0,82.0
Good,82.0,161.0,4.0,80.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,2.0,37.0,7.0,0.0,0.0,0.0,68.0,2.0,2.0,-8.0,40.0
Bad,73.0,153.0,9.0,70.0,2.0,2.0,1.0,100.0,-7.0,6.0,8.0,4.0,1.0,30.0,-8.0,0.0,0.0,8.0,-8.0,2.0,-8.0,0.0,83.0
Bad,80.0,156.0,13.0,77.0,12.0,0.0,0.0,92.0,18.0,6.0,6.0,12.0,0.0,36.0,0.0,0.0,0.0,21.0,-8.0,4.0,1.0,1.0,70.0
Bad,72.0,70.0,4.0,46.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,4.0,64.0,-7.0,2.0,2.0,1.0,99.0,1.0,3.0,0.0,100.0
Bad,81.0,-8.0,20.0,83.0,3.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.0,0.0,100.0,0.0,1.0,1.0,0.0,-8.0,0.0,1.0,0.0,43.0
Bad,69.0,142.0,11.0,70.0,8.0,1.0,0.0,80.0,20.0,6.0,5.0,8.0,1.0,25.0,0.0,0.0,0.0,58.0,-8.0,4.0,1.0,1.0,83.0
Good,66.0,446.0,10.0,85.0,31.0,2.0,0.0,92.0,6.0,4.0,5.0,33.0,1.0,27.0,-7.0,0.0,0.0,42.0,79.0,5.0,2.0,2.0,64.0
Bad,58.0,161.0,5.0,69.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,40.0,-8.0,0.0,0.0,62.0,69.0,5.0,2.0,4.0,88.0
Bad,82.0,151.0,3.0,43.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,4.0,33.0,0.0,0.0,0.0,53.0,99.0,6.0,2.0,0.0,72.0
Bad,82.0,-8.0,4.0,105.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,2.0,20.0,-8.0,0.0,0.0,8.0,61.0,4.0,1.0,0.0,83.0
Bad,70.0,198.0,4.0,60.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,21.0,0.0,3.0,3.0,84.0,-8.0,6.0,1.0,2.0,83.0
Good,75.0,192.0,12.0,90.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,35.0,-7.0,0.0,0.0,79.0,-8.0,3.0,1.0,2.0,100.0
Good,87.0,166.0,14.0,75.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,55.0,2.0,1.0,1.0,2.0,-8.0,1.0,2.0,0.0,33.0
Good,78.0,340.0,2.0,105.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,2.0,39.0,0.0,0.0,0.0,48.0,-8.0,10.0,1.0,2.0,73.0
Bad,85.0,168.0,5.0,63.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,38.0,-7.0,1.0,1.0,2.0,84.0,3.0,1.0,0.0,83.0
Bad,62.0,155.0,1.0,63.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,5.0,8.0,0.0,2.0,2.0,77.0,-8.0,5.0,1.0,7.0,50.0
Bad,63.0,194.0,8.0,80.0,20.0,0.0,0.0,93.0,16.0,6.0,6.0,21.0,1.0,35.0,4.0,1.0,1.0,68.0,84.0,5.0,2.0,2.0,91.0
Good,65.0,187.0,6.0,58.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,2.0,67.0,0.0,0.0,0.0,75.0,86.0,2.0,3.0,2.0,80.0
Good,73.0,-8.0,3.0,71.0,13.0,0.0,0.0,100.0,-7.0,7.0,6.0,13.0,1.0,38.0,1.0,1.0,1.0,53.0,62.0,2.0,2.0,1.0,60.0
Good,71.0,128.0,3.0,68.0,16.0,0.0,0.0,91.0,12.0,6.0,6.0,16.0,3.0,36.0,5.0,2.0,2.0,7.0,82.0,4.0,3.0,0.0,50.0
Bad,72.0,93.0,3.0,53.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,4.0,50.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,1.0,60.0
Good,62.0,191.0,17.0,95.0,17.0,1.0,1.0,93.0,25.0,6.0,2.0,28.0,0.0,47.0,-7.0,0.0,0.0,43.0,-8.0,3.0,1.0,1.0,78.0
Bad,85.0,120.0,12.0,59.0,5.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,67.0,-7.0,1.0,1.0,-8.0,-8.0,1.0,-8.0,0.0,100.0
Bad,92.0,174.0,20.0,93.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,-8.0,0.0,1.0,0.0,100.0
Good,89.0,331.0,3.0,103.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,18.0,0.0,2.0,2.0,1.0,81.0,2.0,2.0,0.0,43.0
Bad,63.0,91.0,2.0,37.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,40.0,0.0,2.0,2.0,84.0,-8.0,8.0,2.0,4.0,90.0
Bad,61.0,124.0,4.0,57.0,9.0,1.0,1.0,88.0,17.0,6.0,2.0,10.0,3.0,60.0,8.0,2.0,2.0,71.0,78.0,1.0,2.0,1.0,100.0
Bad,65.0,187.0,4.0,63.0,30.0,1.0,0.0,97.0,32.0,6.0,6.0,33.0,5.0,35.0,0.0,3.0,3.0,46.0,82.0,10.0,2.0,2.0,86.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,71.0,37.0,7.0,20.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,2.0,46.0,0.0,1.0,1.0,77.0,-8.0,3.0,1.0,1.0,100.0
Good,77.0,170.0,17.0,73.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,75.0
Good,65.0,179.0,7.0,72.0,41.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.0,1.0,20.0,0.0,1.0,1.0,84.0,71.0,6.0,3.0,1.0,87.0
Bad,65.0,165.0,9.0,74.0,42.0,0.0,0.0,100.0,-7.0,7.0,8.0,43.0,2.0,24.0,1.0,1.0,1.0,63.0,93.0,6.0,3.0,2.0,69.0
Bad,61.0,197.0,2.0,65.0,19.0,0.0,0.0,91.0,3.0,4.0,6.0,18.0,3.0,29.0,-7.0,0.0,0.0,43.0,95.0,4.0,3.0,2.0,69.0
Bad,84.0,204.0,15.0,101.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,9.0,-7.0,0.0,0.0,26.0,-8.0,5.0,1.0,0.0,67.0
Bad,91.0,205.0,27.0,116.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,1.0,-8.0,0.0,43.0
Bad,73.0,160.0,6.0,66.0,14.0,0.0,0.0,89.0,67.0,6.0,6.0,14.0,1.0,50.0,3.0,1.0,1.0,35.0,88.0,4.0,3.0,2.0,74.0
Bad,57.0,150.0,19.0,80.0,21.0,1.0,1.0,91.0,0.0,4.0,6.0,21.0,0.0,33.0,-7.0,1.0,1.0,27.0,-8.0,3.0,1.0,1.0,78.0
Good,88.0,192.0,14.0,90.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,46.0,0.0,17.0,21.0,0.0,0.0,16.0,-8.0,3.0,1.0,0.0,47.0
Good,86.0,150.0,9.0,81.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,39.0,-7.0,0.0,0.0,2.0,-8.0,3.0,2.0,0.0,50.0
Good,56.0,180.0,1.0,65.0,12.0,1.0,1.0,91.0,1.0,0.0,2.0,12.0,2.0,25.0,0.0,1.0,1.0,53.0,-8.0,4.0,1.0,1.0,84.0
Bad,69.0,231.0,4.0,95.0,26.0,1.0,1.0,94.0,18.0,4.0,5.0,27.0,2.0,18.0,0.0,2.0,2.0,5.0,94.0,3.0,1.0,0.0,63.0
Good,76.0,243.0,14.0,114.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,0.0,21.0,0.0,0.0,0.0,29.0,-8.0,7.0,4.0,2.0,67.0
Bad,72.0,138.0,7.0,58.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,44.0,2.0,3.0,3.0,62.0,-8.0,3.0,1.0,2.0,77.0
Bad,60.0,165.0,35.0,67.0,24.0,0.0,0.0,80.0,2.0,4.0,6.0,25.0,0.0,13.0,-7.0,6.0,6.0,65.0,99.0,7.0,1.0,1.0,78.0
Good,75.0,-8.0,5.0,61.0,10.0,0.0,0.0,95.0,1.0,4.0,6.0,10.0,1.0,50.0,-7.0,0.0,0.0,9.0,100.0,2.0,3.0,0.0,50.0
Good,71.0,166.0,12.0,98.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,55.0,0.0,0.0,0.0,84.0,-8.0,4.0,3.0,3.0,84.0
Bad,65.0,190.0,2.0,64.0,26.0,2.0,1.0,93.0,-8.0,6.0,6.0,28.0,3.0,14.0,0.0,2.0,2.0,44.0,-8.0,7.0,1.0,1.0,67.0
Good,90.0,186.0,6.0,76.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,2.0,33.0,0.0,0.0,0.0,13.0,-8.0,3.0,1.0,0.0,67.0
Good,82.0,164.0,12.0,89.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,0.0,5.0,0.0,0.0,0.0,1.0,-8.0,1.0,1.0,1.0,25.0
Bad,69.0,-8.0,4.0,76.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,27.0,0.0,0.0,0.0,49.0,75.0,4.0,3.0,1.0,85.0
Good,60.0,155.0,11.0,84.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,22.0,0.0,0.0,0.0,50.0,97.0,4.0,2.0,3.0,60.0
Bad,77.0,206.0,2.0,66.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,5.0,22.0,0.0,1.0,1.0,53.0,63.0,8.0,3.0,3.0,65.0
Good,82.0,-8.0,16.0,102.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,20.0,-7.0,0.0,0.0,0.0,-8.0,0.0,2.0,0.0,47.0
Good,69.0,158.0,12.0,67.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,15.0,0.0,1.0,1.0,95.0,-8.0,2.0,1.0,1.0,100.0
Bad,72.0,192.0,17.0,84.0,20.0,1.0,0.0,80.0,2.0,6.0,5.0,21.0,0.0,0.0,-8.0,0.0,0.0,18.0,-8.0,1.0,-8.0,0.0,11.0
Good,86.0,161.0,3.0,62.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,17.0,0.0,1.0,1.0,15.0,-8.0,2.0,1.0,0.0,53.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,83.0,155.0,3.0,85.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,26.0,0.0,0.0,0.0,4.0,-8.0,3.0,1.0,0.0,53.0
Good,63.0,198.0,1.0,70.0,17.0,0.0,0.0,93.0,23.0,6.0,5.0,20.0,4.0,28.0,0.0,0.0,0.0,31.0,77.0,5.0,2.0,1.0,80.0
Bad,56.0,83.0,4.0,41.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,6.0,43.0,0.0,0.0,0.0,50.0,55.0,10.0,3.0,3.0,92.0
Good,80.0,146.0,3.0,70.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,3.0,20.0,9.0,0.0,0.0,2.0,77.0,6.0,2.0,0.0,50.0
Bad,57.0,151.0,10.0,67.0,12.0,4.0,1.0,73.0,42.0,6.0,2.0,16.0,3.0,14.0,7.0,0.0,0.0,54.0,-8.0,4.0,1.0,1.0,69.0
Bad,74.0,217.0,5.0,88.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,2.0,36.0,8.0,0.0,0.0,61.0,61.0,7.0,1.0,2.0,85.0
Bad,65.0,-8.0,6.0,100.0,9.0,1.0,1.0,100.0,-7.0,6.0,8.0,10.0,1.0,50.0,19.0,0.0,0.0,54.0,-8.0,4.0,1.0,1.0,100.0
Bad,63.0,-8.0,17.0,90.0,15.0,0.0,0.0,93.0,12.0,6.0,6.0,15.0,0.0,17.0,-7.0,0.0,0.0,44.0,-8.0,2.0,1.0,0.0,57.0
Good,79.0,145.0,31.0,79.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,20.0,-8.0,0.0,0.0,97.0,-8.0,2.0,-8.0,1.0,100.0
Good,84.0,-8.0,5.0,93.0,19.0,0.0,0.0,93.0,44.0,6.0,6.0,22.0,1.0,15.0,-7.0,0.0,0.0,6.0,77.0,2.0,2.0,0.0,54.0
Bad,83.0,164.0,3.0,37.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.0,6.0,41.0,-7.0,2.0,2.0,48.0,89.0,5.0,2.0,1.0,63.0
Good,54.0,178.0,1.0,53.0,13.0,1.0,0.0,78.0,19.0,6.0,5.0,18.0,1.0,25.0,0.0,0.0,0.0,21.0,100.0,4.0,2.0,1.0,67.0
Good,70.0,141.0,7.0,66.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,1.0,21.0,0.0,0.0,0.0,5.0,95.0,5.0,2.0,1.0,50.0
Bad,65.0,176.0,2.0,87.0,41.0,0.0,0.0,100.0,-7.0,7.0,8.0,43.0,5.0,31.0,0.0,1.0,1.0,28.0,90.0,9.0,4.0,2.0,58.0
Good,81.0,-8.0,2.0,71.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,2.0,33.0,0.0,0.0,0.0,6.0,-8.0,2.0,4.0,0.0,64.0
Good,78.0,197.0,12.0,102.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,38.0,-7.0,1.0,1.0,10.0,78.0,2.0,2.0,0.0,50.0
Bad,69.0,172.0,2.0,78.0,27.0,0.0,0.0,100.0,-7.0,7.0,6.0,28.0,6.0,52.0,17.0,1.0,1.0,82.0,-8.0,4.0,1.0,3.0,92.0
Good,86.0,161.0,3.0,87.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,36.0,-8.0,0.0,0.0,29.0,80.0,3.0,2.0,0.0,67.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,85.0,87.0,7.0,59.0,6.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,14.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,-8.0,36.0
Good,86.0,140.0,4.0,49.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,2.0,17.0,-8.0,0.0,0.0,2.0,-8.0,3.0,2.0,0.0,56.0
Good,76.0,206.0,7.0,84.0,20.0,0.0,0.0,96.0,35.0,6.0,6.0,21.0,1.0,20.0,-7.0,2.0,2.0,25.0,81.0,4.0,2.0,1.0,63.0
Bad,69.0,172.0,9.0,68.0,14.0,1.0,1.0,82.0,54.0,5.0,3.0,15.0,1.0,17.0,-7.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,50.0
Bad,63.0,138.0,4.0,66.0,13.0,2.0,1.0,86.0,1.0,4.0,5.0,14.0,1.0,70.0,-7.0,0.0,0.0,52.0,-8.0,4.0,2.0,1.0,100.0
Bad,68.0,158.0,1.0,67.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,5.0,39.0,0.0,0.0,0.0,82.0,83.0,5.0,3.0,5.0,85.0
Good,79.0,142.0,6.0,58.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,29.0,-7.0,2.0,2.0,3.0,80.0,4.0,3.0,0.0,67.0
Good,83.0,208.0,4.0,76.0,32.0,1.0,0.0,88.0,35.0,6.0,5.0,33.0,2.0,26.0,0.0,4.0,4.0,4.0,77.0,3.0,2.0,0.0,33.0
Good,80.0,178.0,10.0,89.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,18.0,-7.0,0.0,0.0,1.0,-8.0,1.0,2.0,0.0,53.0
Good,64.0,180.0,17.0,84.0,22.0,4.0,3.0,90.0,14.0,6.0,2.0,23.0,0.0,32.0,0.0,4.0,4.0,-8.0,-8.0,1.0,1.0,-8.0,56.0
Good,87.0,394.0,4.0,107.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,3.0,46.0,0.0,0.0,0.0,1.0,59.0,3.0,3.0,0.0,71.0
Good,72.0,122.0,5.0,53.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,20.0,0.0,1.0,1.0,52.0,85.0,4.0,2.0,1.0,55.0
Bad,82.0,-8.0,1.0,99.0,39.0,0.0,0.0,100.0,-7.0,7.0,8.0,41.0,3.0,34.0,0.0,0.0,0.0,1.0,42.0,3.0,2.0,0.0,33.0
Good,79.0,144.0,6.0,70.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,50.0,-8.0,0.0,0.0,3.0,-8.0,1.0,-8.0,0.0,100.0
Good,75.0,233.0,13.0,93.0,21.0,0.0,0.0,93.0,37.0,6.0,6.0,21.0,0.0,39.0,0.0,0.0,0.0,31.0,100.0,2.0,2.0,1.0,71.0
